event_id,aircraft_id,ntsb_make,ntsb_model,ntsb_number,year,date,city,state,country,total_fatalities,in_usa,pilot_total,latimes_make,latimes_model,count,latimes_make_and_model
20121010X41638,1,BELL,206B,CEN13FA009,2012,10/10/12 00:00:00,CROWLEY,LA,USA,1.0,True,1.0,BELL,206,112.0,BELL 206
20130222X12624,1,EUROCOPTER,AS 350 B2,CEN13FA174,2013,02/22/13 00:00:00,OKLAHOMA CITY,OK,USA,2.0,True,1.0,AIRBUS,350,8.0,AIRBUS 350
20140127X44720,1,BELL,206L 3,CEN14FA122,2014,01/27/14 00:00:00,SILT,CO,USA,3.0,True,1.0,BELL,206,3.0,BELL 206
20091012X15520,1,MCDONNELL DOUGLAS HELI CO,369FF,WPR10FA012,2009,10/12/09 00:00:00,FOSSIL,OR,USA,1.0,True,1.0,MCDONNELL DOUGLAS,369,3.0,MCDONNELL DOUGLAS 369
20161116X00108,1,HUGHES,369D/500D,WPR17FA021,2016,11/15/16 00:00:00,PUKOO,HI,USA,2.0,True,1.0,HUGHES,369,1.0,HUGHES 369
20140523X44003,1,ROBINSON HELICOPTER,R22 BETA,WPR14FA203,2014,05/23/14 00:00:00,SANTA PAULA,CA,USA,1.0,True,1.0,ROBINSON,R22,13.0,ROBINSON R22
20080529X00746,1,AEROSPATIALE,AS-350-D,SEA08MA136,2008,05/24/08 00:00:00,AVALON,CA,USA,3.0,True,1.0,AIRBUS,350,2.0,AIRBUS 350
20131009X50051,1,BELL,206L 3,CEN14FA004,2013,10/09/13 00:00:00,"VENICE, LA",GM,USA,1.0,True,1.0,BELL,206,3.0,BELL 206
20061222X01838,1,BELL,407,NYC07FA048,2006,12/14/06 00:00:00,DAGSBORO,DE,USA,2.0,True,1.0,BELL,407,32.0,BELL 407
20121010X63824,1,BELL,407,ERA13FA014,2012,10/09/12 00:00:00,COOLBAUGH TOWNSHIP,PA,USA,2.0,True,1.0,BELL,407,32.0,BELL 407
20130331X41252,1,EUROCOPTER,AS350,ANC13GA036,2013,03/30/13 00:00:00,TALKEETNA,AK,USA,3.0,True,1.0,AIRBUS,350,4.0,AIRBUS 350
20140318X21532,1,EUROCOPTER,AS 350 B2,WPR14FA137,2014,03/18/14 00:00:00,SEATTLE,WA,USA,2.0,True,1.0,AIRBUS,350,8.0,AIRBUS 350
20080819X01260,1,ROBINSON HELICOPTER,R22 BETA II,SEA08FA185,2008,08/17/08 00:00:00,OLALLA,WA,USA,1.0,True,1.0,ROBINSON,R22,4.0,ROBINSON R22
20160326X80544,1,EUROCOPTER,AS 350 B2,ERA16FA140,2016,03/26/16 00:00:00,ENTERPRISE,AL,USA,4.0,True,1.0,AIRBUS,350,8.0,AIRBUS 350
20101015X73141,1,BELL,206B,CEN11GA020,2010,10/15/10 00:00:00,CLARKSON VALLEY,MO,USA,1.0,True,1.0,BELL,206,112.0,BELL 206
20080715X01051,1,BELL,407,DEN08MA116,2008,06/29/08 00:00:00,FLAGSTAFF,AZ,USA,7.0,True,1.0,BELL,407,32.0,BELL 407
20080715X01051,2,BELL,407,DEN08MA116,2008,06/29/08 00:00:00,FLAGSTAFF,AZ,USA,7.0,True,1.0,BELL,407,32.0,BELL 407
20080128X00108,1,ROBINSON,R44,MIA08FA044,2008,01/22/08 00:00:00,OCHOPEE,FL,USA,2.0,True,1.0,ROBINSON,R44,75.0,ROBINSON R44
20090724X05537,1,ROBINSON HELICOPTER,R44,ERA09FA417,2009,07/23/09 00:00:00,BOONSBORO,MD,USA,4.0,True,1.0,ROBINSON,R44,9.0,ROBINSON R44
20090926X65328,1,EUROCOPTER,AS-350,ERA09FA537,2009,09/25/09 00:00:00,GEORGETOWN,SC,USA,3.0,True,1.0,AIRBUS,350,1.0,AIRBUS 350
20090722X34202,1,HUGHES,369,ERA09FA414,2009,07/22/09 00:00:00,FRANKLIN,PA,USA,1.0,True,1.0,HUGHES,369,9.0,HUGHES 369
20060817X01187,1,ROBINSON,R22 BETA,LAX06LA257,2006,08/10/06 00:00:00,TUCSON,AZ,USA,1.0,True,1.0,ROBINSON,R22,22.0,ROBINSON R22
20100806X55641,1,ROBINSON HELICOPTER COMPANY,R44 II,ERA10FA403,2010,08/02/10 00:00:00,BLAIRSVILLE,GA,USA,2.0,True,1.0,ROBINSON,R44,22.0,ROBINSON R44
20070612X00715,1,HUGHES,369D,SEA07LA135,2007,05/28/07 00:00:00,COLUMBUS,MT,USA,1.0,True,1.0,HUGHES,369,36.0,HUGHES 369
20130525X61706,1,ROBINSON HELICOPTER COMPANY,R44 II,CEN13FA295,2013,05/24/13 00:00:00,CROSS TIMBERS,MO,USA,2.0,True,1.0,ROBINSON,R44,22.0,ROBINSON R44
20100105X94046,1,BELL,206B,WPR10GA097,2010,01/05/10 00:00:00,AUBERRY,CA,USA,4.0,True,1.0,BELL,206,112.0,BELL 206
20090808X42846,2,EUROCOPTER,AS 350 BA,ERA09MA447,2009,08/08/09 00:00:00,HOBOKEN,NJ,USA,9.0,True,1.0,AIRBUS,350,1.0,AIRBUS 350
20090104X12037,1,SIKORSKY,S-76C,CEN09MA117,2009,01/04/09 00:00:00,MORGAN CITY,LA,USA,8.0,True,2.0,SIKORSKY,76,1.0,SIKORSKY 76
20130102X13158,1,BELL,206,WPR13FA080,2013,01/02/13 00:00:00,DELANO,CA,USA,1.0,True,1.0,BELL,206,32.0,BELL 206
20130727X31220,1,ROBINSON HELICOPTER COMPANY,R44 II,WPR13FA343,2013,07/27/13 00:00:00,THOMPSON FALLS,MT,USA,1.0,True,1.0,ROBINSON,R44,22.0,ROBINSON R44
20121012X13500,1,ROBINSON HELICOPTER COMPANY,R44 II,CEN13FA010,2012,10/11/12 00:00:00,BLANCO,TX,USA,3.0,True,1.0,ROBINSON,R44,22.0,ROBINSON R44
20091017X64138,1,ROBINSON HELICOPTER,R22 BETA,CEN10FA019,2009,10/14/09 00:00:00,TAHLEQUAH,OK,USA,2.0,True,1.0,ROBINSON,R22,13.0,ROBINSON R22
20090901X80259,1,ROBINSON,R44,ERA09FA497,2009,09/01/09 00:00:00,JACKSON,MS,USA,1.0,True,1.0,ROBINSON,R44,75.0,ROBINSON R44
20090225X75532,1,HUGHES,369F,ERA09LA173,2009,02/24/09 00:00:00,MOYOCK,NC,USA,1.0,True,2.0,HUGHES,369,1.0,HUGHES 369
20060111X00044,1,ROBINSON,R44,MIA06FA039,2006,01/01/06 00:00:00,GRAND RIDGE,FL,USA,3.0,True,1.0,ROBINSON,R44,75.0,ROBINSON R44
20130210X93918,1,BELL,206B,WPR13FA119,2013,02/10/13 00:00:00,ACTON,CA,USA,3.0,True,1.0,BELL,206,112.0,BELL 206
20060419X00461,1,ROBINSON,R44 II,DFW06FA102,2006,04/13/06 00:00:00,FREDERICKSBURG,TX,USA,2.0,True,1.0,ROBINSON,R44,14.0,ROBINSON R44
20070605X00681,1,HUGHES,369A,MIA07FA098,2007,05/13/07 00:00:00,MOULTON,AL,USA,1.0,True,1.0,HUGHES,369,3.0,HUGHES 369
20130218X22833,1,BELL,206B,WPR13GA128,2013,02/18/13 00:00:00,EUREKA,NV,USA,1.0,True,1.0,BELL,206,112.0,BELL 206
20120910X05133,1,ROBINSON HELICOPTER,R22 BETA,CEN12FA621,2012,09/10/12 00:00:00,HOUSTON,TX,USA,2.0,True,1.0,ROBINSON,R22,13.0,ROBINSON R22
20100728X92614,1,AMERICAN EUROCOPTER LLC,AS 350 B3,WPR10FA371,2010,07/28/10 00:00:00,TUCSON,AZ,USA,3.0,True,1.0,AIRBUS,350,1.0,AIRBUS 350
20120826X42003,1,BELL,407,ERA12FA527,2012,08/24/12 00:00:00,ABINGDON,VA,USA,1.0,True,1.0,BELL,407,32.0,BELL 407
20081211X45825,1,BELL,206L-4,CEN09FA086,2008,12/11/08 00:00:00,SABINE PASS,TX,USA,5.0,True,1.0,BELL,206,5.0,BELL 206
20140529X73728,1,ROBINSON HELICOPTER COMPANY,R44 II,ANC14FA030,2014,05/28/14 00:00:00,CHUGIAK,AK,USA,1.0,True,1.0,ROBINSON,R44,22.0,ROBINSON R44
20120216X03340,1,BELL,407,WPR12GA106,2012,02/15/12 00:00:00,MORAN JUNCTION,WY,USA,1.0,True,1.0,BELL,407,32.0,BELL 407
20081019X15543,1,ROBINSON,R22,ERA09FA022,2008,10/16/08 00:00:00,DRYDEN,NY,USA,1.0,True,1.0,ROBINSON,R22,45.0,ROBINSON R22
20120701X53951,1,AEROSPATIALE,AS350B,WPR12FA282,2012,06/30/12 00:00:00,CAMP VERDE,AZ,USA,4.0,True,1.0,AIRBUS,350,6.0,AIRBUS 350
20140612X31159,1,BELL,206 L4,CEN14FA286,2014,06/11/14 00:00:00,SOUTH TIMBALIER PLATFORM,GM,USA,2.0,True,1.0,BELL,206,2.0,BELL 206
20100621X31143,1,ROBINSON HELICOPTER,R44,ANC10LA053,2010,06/19/10 00:00:00,UNALASKA,AK,USA,1.0,True,1.0,ROBINSON,R44,9.0,ROBINSON R44
20150110X10017,1,ROBINSON HELICOPTER,R22 BETA,ERA15FA096,2015,01/10/15 00:00:00,CATANO,PR,USA,1.0,True,1.0,ROBINSON,R22,13.0,ROBINSON R22
20150101X15630,1,BELL,206,WPR15FA072,2014,12/31/14 00:00:00,BENSON,AZ,USA,2.0,True,1.0,BELL,206,32.0,BELL 206
20071119X01805,1,ROBINSON HELICOPTER,R44,NYC08FA026,2007,11/05/07 00:00:00,JAMESTOWN,TN,USA,3.0,True,1.0,ROBINSON,R44,9.0,ROBINSON R44
20140819X50947,1,MCDONNELL DOUGLAS HELICOPTER,369E,ERA14FA396,2014,08/19/14 00:00:00,NORTHPORT,AL,USA,2.0,True,1.0,MCDONNELL DOUGLAS,369,2.0,MCDONNELL DOUGLAS 369
20150703X00859,1,AIRBUS HELICOPTERS INC,AS350B3E,CEN15MA290,2015,07/03/15 00:00:00,FRISCO,CO,USA,1.0,True,1.0,AIRBUS,350,1.0,AIRBUS 350
20070430X00482,1,ROBINSON HELICOPTER COMPANY,R44 II,CHI07FA114,2007,04/22/07 00:00:00,BASS LAKE,IN,USA,2.0,True,1.0,ROBINSON,R44,22.0,ROBINSON R44
20130427X30522,1,BELL,206B,WPR13FA208,2013,04/27/13 00:00:00,SHEPHERD,MT,USA,1.0,True,1.0,BELL,206,112.0,BELL 206
20130607X04715,1,BELL HELICOPTER TEXTRON,206L-1,ERA13FA273,2013,06/06/13 00:00:00,MANCHESTER,KY,USA,3.0,True,1.0,BELL,206,2.0,BELL 206
20140407X83620,1,ROBINSON HELICOPTER,R22 BETA,WPR14FA158,2014,04/06/14 00:00:00,GREEN RIVER,UT,USA,2.0,True,1.0,ROBINSON,R22,13.0,ROBINSON R22
20150308X10201,1,AIRBUS HELICOPTERS (EUROCOPTE,EC-130-B4,CEN15FA164,2015,03/06/15 00:00:00,ST LOUIS,MO,USA,1.0,True,1.0,AIRBUS,130,1.0,AIRBUS 130
20131022X92949,1,EUROCOPTER,AS 350 B3,ERA14FA010,2013,10/22/13 00:00:00,SOMERVILLE,TN,USA,3.0,True,1.0,AIRBUS,350,2.0,AIRBUS 350
20140208X05221,1,ROBINSON HELICOPTER COMPANY,R44 II,ERA14FA115,2014,02/08/14 00:00:00,PANACEA,FL,USA,2.0,True,1.0,ROBINSON,R44,22.0,ROBINSON R44
20121130X74908,1,ROBINSON HELICOPTER,R22 BETA II,ERA13FA070,2012,11/30/12 00:00:00,APOLLO BEACH,FL,USA,1.0,True,1.0,ROBINSON,R22,4.0,ROBINSON R22
20141023X01333,2,ROBINSON HELICOPTER COMPANY,R44 II,ERA15FA025,2014,10/23/14 00:00:00,FREDERICK,MD,USA,3.0,True,2.0,ROBINSON,R44,22.0,ROBINSON R44
20080520X00702,1,EUROCOPTER DEUTSCHLAND GMBH,EC 135 T2+,CHI08FA128,2008,05/10/08 00:00:00,LA CROSSE,WI,USA,3.0,True,1.0,AIRBUS,135,1.0,AIRBUS 135
20090611X91250,1,ROBINSON HELICOPTER,R22 BETA,WPR09FA284,2009,06/11/09 00:00:00,MORRISTOWN,AZ,USA,1.0,True,1.0,ROBINSON,R22,13.0,ROBINSON R22
20160504X30424,1,MCDONNELL DOUGLAS HELICOPTER,369E,CEN16FA171,2016,05/04/16 00:00:00,REEDSVILLE,WI,USA,1.0,True,1.0,MCDONNELL DOUGLAS,369,2.0,MCDONNELL DOUGLAS 369
20130102X35708,1,BELL HELICOPTER,407,CEN13FA122,2013,01/02/13 00:00:00,CLEAR LAKE,IA,USA,3.0,True,1.0,BELL,407,3.0,BELL 407
20120709X83554,1,ROBINSON HELICOPTER,R22 BETA,WPR12FA298,2012,07/09/12 00:00:00,MURRIETA,CA,USA,1.0,True,2.0,ROBINSON,R22,13.0,ROBINSON R22
20060208X00181,1,ROBINSON,R44,SEA06LA052,2006,02/06/06 00:00:00,HELENA,MT,USA,1.0,True,1.0,ROBINSON,R44,75.0,ROBINSON R44
20130403X65155,1,ROBINSON,R44,ERA13FA186,2013,04/03/13 00:00:00,MIAMI,FL,USA,2.0,True,1.0,ROBINSON,R44,75.0,ROBINSON R44
20080909X01417,1,BELL,206L-1,CHI08FA269,2008,08/31/08 00:00:00,GREENSBURG,IN,USA,3.0,True,1.0,BELL,206,33.0,BELL 206
20060228X00255,1,ROBINSON,R22,ANC06FA020,2006,02/22/06 00:00:00,SCOTTSDALE,AZ,USA,2.0,True,1.0,ROBINSON,R22,45.0,ROBINSON R22
20101103X83727,1,BELL,206,CEN11FA053,2010,11/03/10 00:00:00,MEEKER,CO,USA,1.0,True,1.0,BELL,206,32.0,BELL 206
20150330X73700,1,BELL HELICOPTER TEXTRON,206 L-1,ERA15FA173,2015,03/30/15 00:00:00,SAUCIER,MS,USA,2.0,True,1.0,BELL,206,1.0,BELL 206
20140518X03315,1,AMERICAN EUROCOPTER CORP,AS350B3,WPR14FA195,2014,05/18/14 00:00:00,PEACH SPRINGS,AZ,USA,1.0,True,1.0,AIRBUS,350,1.0,AIRBUS 350
20140723X81618,1,BELL,206A,WPR14FA310,2014,07/23/14 00:00:00,WENATCHEE,WA,USA,1.0,True,1.0,BELL,206,3.0,BELL 206
20121115X43423,1,HUGHES,369D,ERA13LA057,2012,11/15/12 00:00:00,CORNING,NY,USA,2.0,True,1.0,HUGHES,369,36.0,HUGHES 369
20060824X01237,1,EUROCOPTER,AS-350-B3,SEA06GA158,2006,08/13/06 00:00:00,YELLOW PINE,ID,USA,4.0,True,1.0,AIRBUS,350,3.0,AIRBUS 350
20060916X01352,1,HUGHES,369D,LAX06LA288,2006,09/06/06 00:00:00,SOMIS,CA,USA,2.0,True,1.0,HUGHES,369,36.0,HUGHES 369
20100705X12909,1,ROBINSON HELICOPTER,R44,ERA10LA348,2010,07/05/10 00:00:00,MARION,KY,USA,1.0,True,1.0,ROBINSON,R44,9.0,ROBINSON R44
